url,price,rooms,area,floor,extra,lat,lon
https://krisha.kz/a/show/762092048,42000000,2,,,,43.254749,76.924139
https://krisha.kz/a/show/682851749,54650000,2,,,,43.242739,76.934721
https://krisha.kz/a/show/761639749,32500000,2,,,,43.253592951744,76.879470557762
https://krisha.kz/a/show/699791806,41000000,2,,,,43.246574,76.889249
https://krisha.kz/a/show/761502190,25000000,2,,,,43.24989,76.884011
https://krisha.kz/a/show/697421156,42000000,2,,,,43.255833,76.938422
https://krisha.kz/a/show/1000256140,35000000,2,,,,43.258715,76.93535
https://krisha.kz/a/show/694876583,42500000,2,,,,43.243238,76.929385
https://krisha.kz/a/show/688656132,75000000,2,,,,43.249004,76.9418
https://krisha.kz/a/show/761269389,43000000,2,,,,43.264151,76.942132
https://krisha.kz/a/show/1000241291,46000000,2,,,,43.249045447396,76.914346565594
https://krisha.kz/a/show/693945358,50800000,2,,,,43.259332,76.918291
https://krisha.kz/a/show/693711202,58000000,2,,,,43.251217,76.939446
https://krisha.kz/a/show/761379176,65000000,2,,,,43.248511,76.935161
https://krisha.kz/a/show/761926890,39000000,2,,,,43.260172,76.941207
https://krisha.kz/a/show/692863299,52000000,2,,,,43.246968,76.94048
https://krisha.kz/a/show/761455714,65990000,2,,,,43.24901,76.941791
https://krisha.kz/a/show/762261113,53000000,2,,,,43.261275,76.923843
https://krisha.kz/a/show/761054607,43000000,2,,,,43.264151,76.942132
https://krisha.kz/a/show/761252378,58000000,2,,,,43.261827,76.939599
https://krisha.kz/a/show/762074974,50000000,2,,,,43.248084,76.911841
https://krisha.kz/a/show/762074314,38500000,2,,,,43.260888,76.922989
https://krisha.kz/a/show/691755786,43000000,2,,,,43.254165,76.946534
https://krisha.kz/a/show/760258021,43000000,2,,,,43.264151,76.942132
https://krisha.kz/a/show/1000219085,48000000,2,,,,43.253495,76.921211
https://krisha.kz/a/show/672140102,45000000,2,,,,43.241537,76.912596
